id,entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,imagen_2,imagen_3,imagen_4,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,beneficiarios,mano_obra,compromiso,destacada,ba_elige,link_interno,pliego_descarga,expediente-numero,estudio_ambiental_descarga,financiamiento
462,Hospital Udaondo,Hospital Udaondo - Trabajos Para Ampliación Y Modificación De Tableros Para Alimentar Pabellones C Y D De Los Transformadores Actuales De Pabellón A Y B,Finalizada,Salud,Ministerio de Salud,La Obra Consiste En Trabajos Para La Ampliación Y Modificación De Tableros Para Alimentar Pabellones C Y D De Los Transformadores Actuales De Pabellón A Y B,6263000,4,Parque Patricios,Caseros Av. 2061,-34.6343458788506,-58.3913609234425,10/04/2017,05/12/2017,8,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_udaondotablerospabelloncyd_foto01.png,,,,Indaltec S.A.,2014,,,30650988600,,12,,,,https://www.buenosaires.gob.ar/baobras/hospital-udaondo,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113130,,,
468,Hospital Fernández,Hospital Fernández - Infraestructura Y Seguridad - 1° Etapa,Finalizada,Salud,Ministerio de Salud,1ra Etapa: la obra de seguridad consiste en la colocación de puertas internas de seguridad en el sector de guardia más dos puertas dobles en el sector de la uti.,6842615,14,Palermo,Cerviño Av. 3356,-34.581139,-58.406896,23/09/2016,31/03/2017,6,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_fernandezinfraestructurayseguridad_foto01.jpg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_fernandezseguridad_foto01.jpg,,,Mig S.A.,2014,Licitación Pública,66-SIGAF-MSGC-2014,30561265255,,7,,,,https://www.buenosaires.gob.ar/baobras/hospital-fernandez,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113110,2888256-2888256-MGEYA-2013,,
483,Plazas y Parques de Comuna 2,Recoleta Entrena,Finalizada,Espacio Público,Subsecretaría de Gestión Comunal,"Obra Nueva: El Proyecto Consiste En La Puesta En Valor Y Aprovechamiento Del Espacio Urbano Para La Recreación Deportiva. El Circuito Se Conforma Por 2 Áreas: 1-Atletismo: Compuesto Por Un Circuito De Running De 1.3kms Cuya Pista Se Realizará Con Un Solado Deportivo Especial Que Permite El Uso De Alto Tránsito, Rendimiento, Y Con Amortiguación Permitiendo Evitar Lesiones En Los Corredores. También Contara Con Un Área Para Los Usuarios Donde Podrán Realizar Ejercicios Varios, Elongación, Etc. Y 2- Tecnología Fitness: El Sendero De Running Estará Equipado Con Diversos Sensores Que Medirán El Desempeño Atlético De Los Usuarios Y Un Área Con Un Tótem Interactivo Donde Podrán Acceder A La Información Personalizada De Cada Individuo Como También A Tutoriales Instructivos De Ejercicios.",20640490,2,Recoleta,Del Libertador Av. Y Austria,-34.5830759464569,-58.3973174066476,24/11/2017,30/08/2018,9,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna2_recoletaentrena_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna2_recoletaentrena_foto2.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna2_recoletaentrena_foto3.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna2_recoletaentrena_foto4.jpg,Miavasa S.A,2017,,,30677303863,12000,,,,,https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-2,https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=133585,,,
487,Entorno Constitución,Ensanche Constitución,Finalizada,Transporte,Subsecretaría de Gestión Comunal,"Puesta En Valor: La Idea Del Proyecto Se Basa En Generar Un Ensanche De La Acera De La Calle Constitución Al 1100 Con Una Ampliación Del Suelo Absorbente. A Su Vez, Se Busca Generar Un Espacio De Descanso Y Esparcimiento Para Los Vecinos, Dotándolo De Nuevas Especies Arbustivas Y Se Incorporará Un Fresno, Continuando Con La Línea De Plantación Arbórea. Se Incorpora Nuevo Equipamiento, Como Cestos Papeleros. La Implementación De Nuevas Luminarias Generará Un Espacio Que Invitará A Los Vecinos A Habitarlo, Brindando Más Seguridad Por Las Noches. Por Lo Tanto, Podemos Decir Que La Idea Rectora Del Proyecto Se Basa En Una Serie De Indicadores: Ampliación Del Suelo Absorbente, Incorporación De Nuevas Luminarias, Incorporación De Nuevo Mobiliario Urbano, Accesibilidad De Todo El Predio Y Incorporación De Especies Arbóreas Y Arbustivas Nuevas.",1741124,1,Constitución,Lima Y Constitucion,-34.6246417322134,-58.3808961129521,07/07/2017,21/11/2017,4,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_cnstitucion_ensancheconstitucion_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_cnstitucion_ensancheconstitucion_foto2.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_cnstitucion_ensancheconstitucion_foto3.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_cnstitucion_ensancheconstitucion_foto4.jpg,Kiva Construcciones S.A,2017,,,30714444936,15000,,,,,https://www.buenosaires.gob.ar/baobras/entorno-constitucion,,,,
488,Plazas y Parques de Comuna 9,Plazoletas Bruix,Finalizada,Espacio Público,Subsecretaría de Gestión Comunal,"El Sector A Intervenir Son Los Islotes Que Se Generan Al Cruzar En Diagonal La Av. Bruix Con Las Calles Av. Juan B. Alberdi, Escalada, Homero, White Y Damaso Larrañaga. El Objetivo De La Misma Es La De Ampliar El Suelo Absorbente De Los Islotes, Generando Canteros Centrales. A Su Vez Se Realizarán Aceras Perimetrales Que Permitirán El Paso Peatonal. La Implementación De Luminarias Mejorará La Iluminación, Aporte Sustancial A La Seguridad De Los Sectores. La Incorporación De Vados Peatonales Convertirá A Dichos Espacios En Accesibles 100%. Para Evitar Que Dichos Islotes Sean Utilizados Como Estacionamiento, Se Incorporarán Bolardos Metálicos Ubicados Estratégicamente En El Perímetro Para Evitar El Acceso Vehicular Por Encima De Los Islotes. Se Incorporarán Nuevas Especies Vegetales Y Riego En Todos Los Islotes. Por Lo Tanto, El Objetivo De La Propuesta Es De Revalorizar La Zona Mediante La Implementación De Las Nuevas Aceras Y Los Elementos Urbanísticos Antes Mencionados.",3136293,9,Parque Avellaneda,"Bruix Av. Y Alberdi, Juan Bautista Av.",-34.6448733683404,-58.4952521276032,01/09/2017,30/09/2017,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna9_bruix_foto1.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna9_bruix_foto2.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna9_bruix_foto3.JPG,,Estilo Quarzo S.R.L,2016,,,30711780846,120000,,,,,https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-9,,,,
491,Barrio 21 24,Barrio 21 24: Canchas Tierra Amarilla,Finalizada,Espacio Público,Ministerio de Desarrollo Humano y Hábitat,"Puesta En Valor Del Espacio Deportivo, Comprendiendo La Cancha De Volley Y De Fútbol. Generacion De Un Espacio De Esparcimiento Y Gimnasia. Ejecución De Calzada Vehicular Y Veredas.",2592231,4,Barracas,Pasaje Lavarden Y Virtual Prolongación De La Calle Alvarado,-34.617623497,-58.4094008199,02/09/2017,23/03/2018,6,100,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchatierraamarilla_imagen1.jpg,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchatierraamarillaantes_imagen2.jpg,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchatierraamarilladurante_imagen3.jpg,,Cooperativa,2017,,,,4249,38,,,,https://www.buenosaires.gob.ar/baobras/villa-21-24,,,,
492,Entorno Cildañez,Entorno Cildañez: Eje Zuviría,Finalizada,Espacio Público,Ministerio de Desarrollo Humano y Hábitat,Mejoramiento La Accesibilidad Y Ejecucion De Veredas Sobre Calle Zuviría Y Pasillos Que Desembocan. Dotacion De Alumbrado Público. Ordenamiento Del Espacio Publico.,26399069,9,Parque Avellaneda,Zuviria 4000,-34.6550556565689,-58.470302950101,23/03/2017,01/02/2018,11,100,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_ejezuviriadurante_imagen1.jpg,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_ejezuviriaantes_imagen2.jpg,,,Servicios Ibarra S.A.,2016,,,30712217444,33757,22,,,,https://www.buenosaires.gob.ar/baobras/entorno-cildanez,https://documentosboletinoficial.buenosaires.gob.ar/publico/20161229.pdf,,,
572,Ecoparque,Ecoparque: Equipamiento De Quirófano,Finalizada,Arquitectura,Ministerio de Ambiente y Espacio Público,Adquisición De Equipo Veterinario,4669930,14,Palermo,Republica De La India 3000,-34.5783194456225,-58.4148211012661,20/11/2016,07/10/2017,11,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_arquitectura.png,,,,"Gemed S.R.L-Adox S.A.-Bahurac S.A.-Geodigital Group S.R.L-Guido Matias Altamirano-Instruequipos S.A-Kifer Medical S.A-Mdv Srl-Proveeduria Medica Srl-Quiro-Med Sacif,",2017,,,,,,,,,https://www.buenosaires.gob.ar/baobras/ecoparque-0,,,,
573,Ecoparque,Ecoparque: Tapir - Modificaciones En Recinto,Finalizada,Arquitectura,Ministerio de Ambiente y Espacio Público,Este Proceso Se Unificó Con Monario Árabe,,14,Palermo,Republica De La India 3000,-34.5783194456225,-58.4148211012661,27/06/2017,05/12/2017,6,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ecoparquetapirmodificacionesenrecinto_foto1.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ecoparquetapirmodificacionesenrecinto_foto2.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ecoparquetapirmodificacionesenrecinto_foto3.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ecoparquetapirmodificacionesenrecinto_foto4.JPG,,,,,,,,,,,https://www.buenosaires.gob.ar/baobras/ecoparque-0,,,,
582,Plazas y Parques de Comuna 14,Patios De Juegos - Pigue,Finalizada,Espacio Público,Subsecretaría de Gestión Comunal,"Puesta En Valor: El Objetivo Es Realizar La Puesta En Valor Del Patio De Juego, En Donde Cambian Los Piso, Por Antigolpes, Colocan Juegos Nuevos Bajo Normas De Seguridad.",1408272,14,Palermo,Olleros Av. Y Soldado De La Independencia,-34.5652900558126,-58.4382911899396,19/06/2017,08/11/2017,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_Pigue_foto1.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_Pigue_foto2.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_Pigue_foto3.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_Pigue_foto4.JPG,Vap Construcciones S.R.L.,2017,,,30714522384,5000,,,,,https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-14,,,,
583,Plazas y Parques de Comuna 14,Patios De Juegos -Niceto Vega,Finalizada,Espacio Público,Subsecretaría de Gestión Comunal,"Puesta En Valor: El Objetivo Es Realizar La Puesta En Valor Del Patio De Juego, En Donde Cambian Los Piso, Por Antigolpes, Colocan Juegos Nuevos Bajo Normas De Seguridad.",1611936,14,Palermo,"Vega, Niceto, Cnel. 5223",-34.5893593277128,-58.4354731609495,16/06/2017,08/11/2017,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_patiodejuegonicetovega_foto1.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_patiodejuegonicetovega_foto2.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_patiodejuegonicetovega_foto3.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_patiodejuegonicetovega_foto4.JPG,Vap Construcciones S.R.L.,2017,,,30714522384,5000,,,,,https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-14,,,,
584,Plazas y Parques de Comuna 14,Patio De Juegos - Willians Morris,Finalizada,Espacio Público,Subsecretaría de Gestión Comunal,"El Proyecto Contempla La Puesta En Valor De La Plazoleta William Morris Ubicada En Las Calles Uriarte, Darregueyra Y Guatemala. En La Actualidad El Patio De Juego Presenta Solado De Arena Y El Equipamiento De La Plaza Se Encuentra En Estado De Deterioro. La Propuesta Contempla La Puesta En Norma Del Patio De Juegos Colocando Solado Antigolpe Y Juegos Inclusivos. Se Repara Equipamiento Existente Y Se Incorpora Superficie Absorbente Con Nuevos Canteros Y Plantación De Vegetación.",755686,14,Palermo,Guatemala Y Uriarte,-34.5841871522768,-58.427155334973,16/06/2017,08/11/2017,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_patiodejuegoswilliammorris_foto1.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_patiodejuegoswilliammorris_foto2.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_patiodejuegoswilliammorris_foto3.JPG,https://cdn2.buenosaires.gob.ar/baobras/editadas2/ssgc_comuna14_patiodejuegoswilliammorris_foto4.JPG,Vap Construcciones S.R.L.,2017,,,30714522384,5000,,,,,https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-14,,,,
585,Barrio 1 11 14,Barrio 1 11 14: Cancha De Los Paraguayos,Finalizada,Espacio Público,Ministerio de Desarrollo Humano y Hábitat,"Ejecucion Del Tendido Pluvial De Las Viviendas Frentistas A La Cancha. Creacion Y Equipamiento De Espacios De Descanso, Realización De Solados Y Colocación De Rejas.",2891513,7,Flores,Calle 3 ( No Oficial),-34.64899,-58.440442,01/03/2016,30/07/2017,16,100,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchaparaguayos_imagen1.jpg,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchaparaguayosantes_imagen2.jpg,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchaparaguayosantes_imagen4.jpg,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_canchaparaguayosdurante_imagen3.jpg,Terminal 3 S.A,2016,,,30710258445,10191,7,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-1-11-14,https://documentosboletinoficial.buenosaires.gob.ar/publico/20160929.pdf,,,
588,Hospital Ramos Mejía,Hospital Ramos Mejía - Remodelación Cocina Y Vestuarios,Finalizada,Salud,Ministerio de Salud,"La Obra Comprende La Ejecución De Los Trabajos Necesarios Para Dotar Al Hospital De Un Sector De Almacenaje, Preparación Y Cocción De Alimentos Para Los Pacientes Internados En El Hospital, Además De La Remodelación Del Sector De Alimentación, Oficinas Varias Y Vestuarios Para El Personal Afectado Al Servicio. Contara Con Cámaras Frigoríficas, Sector De Preparado, Almacenaje, Transporte Vertical Para Los Preparados Y Cocción En Pa; Estos Sectores Contaran Con Instalaciones Acordes Al Uso: Sanitarias, Electricidad Y Aire Acondicionado, Salidas De Emergencia Según Normativas Actuales.",16089020,3,Balvanera,"Urquiza, Gral. 609",-34.6176205106544,-58.4094003246186,26/04/2017,21/01/2018,9,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_cocinayvestuariosramosmejia_foto01.jpg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_cocinayvestuariosramosmejia_foto02.jpg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_cocinayvestuariosramosmejia_foto03.jpg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_cocinayvestuariosramosmejia_foto04.jpg,Ses S.A.,2014,,,30647727545,,22,,,,https://www.buenosaires.gob.ar/baobras/hospital-ramos-mejia,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113114,,,
589,Hospital Ramos Mejía,Hospital Ramos Mejía - Ampliación Central Gases Médicos Vacío Y Aire Comprimido,Finalizada,Salud,Ministerio de Salud,"La Obra Consiste En La Ampliación Central De Gases Médicos, Vacío Y Aire Comprimido Para Su Puesta En Norma.",3317643,3,Balvanera,"Urquiza, Gral. 609",-34.6176205106544,-58.4094003246186,20/11/2017,18/06/2018,7,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_gasesmedicosramos_foto01.jpeg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_gasesmedicosramos_foto02.jpg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_ramosmejiaaireuti_foto01.jpg,,Ses S.A.,2014,,,30647727545,,7,,,,https://www.buenosaires.gob.ar/baobras/hospital-ramos-mejia,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113114,,,
590,Hospital Elizalde,Hospital Elizalde - Remodelación Del Sector De Guardia,Finalizada,Salud,Ministerio de Salud,"La Obra De Refacción De Guardia En El Hospital Elizalde Consiste En La Puesta En Valor De Las Zonas De Circulación De Las Guardias (Públicas Y Consultorios), Las Salas De Espeña, Los Sanitarios Públicos Nuevos Mesones De Atención Para Mejorar La Experiencia De Los Vecinos Y Visitantes Que Utilizan Las Áreas De Guardia.",985752,4,Barracas,"Montes De Oca, Manuel Av. 40",-34.6289061692966,-58.3776119540788,08/11/2017,30/11/2017,0,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_elizaldeguardia_foto01.jpg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_elizaldeguardia_foto02.jpg,,,Mejoramiento Hospitalario S.A.,,,,30707962654,,12,,,, https://www.buenosaires.gob.ar/baobras/hospital-elizalde,,,,
591,Hospital Fernández,Hospital Fernández - Remodelación Del Sector De Guardia,Finalizada,Salud,Ministerio de Salud,"La obra comprenderá tareas de pintura, desmonte y reemplazo de cielorrasos suspendidos, pulido de pisos y revestimientos graníticos existentes, cambio de puertas de acceso a consultorios, mobiliario nuevo, cambio de artefactos de iluminación y refacción integral de sanitarios. El proyecto cuenta con 221 m2 cubiertos destinados al área de guardia. Se refiere al mejoramiento de luminarias en los distintos sectores de atención al público, como sus salas de espera de consultorios en general a nivel de planta baja, en sus 3 accesos (Bulnes, Cerviño y Ruggieri) y 1er. Subsuelo referido al acceso de la guardia A y su circulación pública hacia la guardia B.",2579655,14,Palermo,Cerviño Av. 3356,-34.581139,-58.406896,06/09/2017,15/08/2017,,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_fernandezguardia_foto01.jpg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_fernandezguardia_foto02.jpg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_fernandezguardia_foto03.jpg,,Mig S.A.,2014,Licitación Pública,66-SIGAF-MSGC-2014,30561265255,,4,,,,https://www.buenosaires.gob.ar/baobras/hospital-fernandez,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113110,2888256-2888256-MGEYA-2013,,
592,Hospital Penna,Hospital Penna - Modificaciones en el sistema de clmatización de Neonatología,Finalizada,Salud,Ministerio de Salud,"La obra involucra trabajos complementarios a la obra de donación del centro obstétrico / neonatología Hospital Penna y que resultarán indispensables para el correcto funcionamiento de ambos servicios. Consisten en la ejecución de refuerzos estructurales en losa y bases existentes, readecuación de sector en planta baja para traslado provisorio de dormitorios médicos de guardia (incluye Aº Aº), cambio de tramo de recorrido de cañería troncal de gases medicinales y conexión desde sub estación Hospital Penna a tablero principal centro obstétrico.",350000,4,Parque Patricios,"Chutro, Pedro, Prof., Dr. 3380",-34.6430517547785,-58.4114123648285,20/02/2017,08/09/2017,7,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_pennaneonatologia_foto01.jpg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_pennaneonatologia_foto02.jpg,,,Tecnaran S.R.L.,,,,30710210000,,7,,,,https://www.buenosaires.gob.ar/baobras/hospital-penna,,,,
593,Hospital Penna,Hospital Penna - Instalación de sistema antirrayos,Finalizada,Salud,Ministerio de Salud,La obra consiste en la instalación de un sistema de aislación contra rayos que protege toda la superficie del hospital,640667,4,Parque Patricios,"Chutro, Pedro, Prof., Dr. 3380",-34.6430517547785,-58.4114123648285,15/11/2017,14/03/2018,4,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_antirrayospenna_foto01.jpg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_antirrayospenna_foto02.jpg,,,Indaltec S.A.,2014,Licitación Pública,74-SIGAF-MSGC-2014,30650988600,,6,,,,https://www.buenosaires.gob.ar/baobras/hospital-penna,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113129,2888966-2888966-MGEYA-2013,,
594,Hospital Piñero,Hospital Piñero - Remodelación Del Sector Guardia,Finalizada,Salud,Ministerio de Salud,"La Obra De Refacción De Guardia En El Hospital Piñero Consiste En La Puesta En Valor De Las Zonas De Circulación De Las Guardias (Públicas Y Consultorios), Las Salas De Espera, Los Sanitarios Públicos Nuevos Mesones De Atención Para Mejorar La Experiencia De Los Vecinos Y Visitantes Que Utilizan Las Áreas De Guardia. En La Sala De Espera Se Hará Retiro De Cartelería Y Señalética En Paredes Que Comprenden El Sector, Reemplazo De Mesón Y Nuevo Mostrador Atención Admisión, Reemplazo De Puertas Acceso Consultorios Y Sanitarios Entre Otras Tareas.",1900011,7,Flores,Varela Av. 1301,-34.6441243289697,-58.4536745869801,10/07/2017,26/10/2017,3,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_pi%C3%B1erorefaccionguardia_foto01.JPG,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_pi%C3%B1erorefaccionguardia_foto02.JPG,,,Lesko S.A.C.I.F.I.A.,2014,,,30520282528,,12,,,,https://www.buenosaires.gob.ar/baobras/hospital-pinero,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113105,,,
595,Hospital Rivadavia,Hospital Rivadavia - Trabajos de remodelación del sector de Guardia,Finalizada,Salud,Ministerio de Salud,"La obra de refacción de guardia en el Hospital Rivadavia consiste en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), las salas de espeña, los sanitarios públicos nuevos mesones de atención para mejorar la experiencia de los vecinos y visitantes que utilizan las áreas de guardia. La obra consiste en la remodelación del sector de la guardia del hospital general de agudos Bernardino Rivadavia. La obra comprenderá tareas de pintura, desmonte y reemplazo de cielorrasos suspendidos, pulido de pisos y revestimientos graníticos existentes, cambio de puertas de acceso a consultorios, mobiliario nuevo, cambio de artefactos de iluminación.",14893428,2,Recoleta,Las Heras General Av. 2670,-34.5843552484895,-58.4008112524066,25/07/2017,21/12/2017,5,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_rivadaviarefaccionguardia_foto01.jpg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_rivadaviarefaccionguardia_foto02.jpg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_rivadaviarefaccionguardia_foto03.jpg,,"Mantelectric I.C.I.S.A., Riva S.A.I.I.C.F.A. Ute",2014,Licitación Pública,79-SIGAF-MSGC-2014,30711854386,,8,,,,https://www.buenosaires.gob.ar/baobras/hospital-rivadavia-0,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113106,2886953-2886953-MGEYA-2013,,
596,Hospital Santojanni,Hospital Santojanni - Remodelación Guardia,Finalizada,Salud,Ministerio de Salud,"La Obra De Refacción De Guardia En El Hospital Santojanni Consiste En La Puesta En Valor De Las Zonas De Circulación De Las Guardias (Públicas Y Consultorios), Las Salas De Espeña, Los Sanitarios Públicos Nuevos Mesones De Atención Para Mejorar La Experiencia De Los Vecinos Y Visitantes Que Utilizan Las Áreas De Guardia. En La Sala De Espeña Se Retirará La Cartelería Y Señalética En Paredes Que Comprenden El Sector Y Se Realizan Trabajos De Pintura En El Mesón De Atención Existente Y En La Circulación De Los Consultorios. Sumando La Punta A Punto De Los Sanitarios.",5813679,9,Liniers,Pilar 950,-34.649353382263,-58.5158005646782,17/07/2017,09/01/2017,,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_santojannirefaccionguardia_foto01.JPG,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_santojannirefaccionguardia_foto02.JPG,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_santojannirefaccionguardia_foto03.JPG,,Indaltec S.A.,2014,,,30650988600,,7,,,,https://www.buenosaires.gob.ar/baobras/hospital-santojanni,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113125,,,
597,Hospital Vélez Sarfield,Hospital Vélez Sarfield - Remodelación Guardia,Finalizada,Salud,Ministerio de Salud,"La Obra De Refacción De Guardia En El Hospital Vélez Sarsfield Consiste En La Puesta En Valor De Las Zonas De Circulación De Las Guardias (Públicas Y Consultorios), Las Salas De Espera, Los Sanitarios Públicos Nuevos Mesones De Atención Para Mejorar La Experiencia De Los Vecinos Y Visitantes Que Utilizan Las Áreas De Guardia. En La Sala De Espera Se Retirará La Cartelería Y Señalética En Paredes Que Comprenden El Sector Y Se Realizan Trabajos De Pintura En El Mesón De Atención Existente Y En La Circulación De Los Consultorios. Sumando La Punta A Punto De Los Sanitarios",1748496,10,Monte Castro,"Calderon De La Barca, Pedro 1550",-34.625226960523,-58.5074990487973,22/06/2017,19/09/2017,3,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_velezrefaccionguardia_foto01.JPG,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_velezrefaccionguardia_foto02.JPG,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_velezrefaccionguardia_foto03.jpg,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_velezrefaccionguardia_foto04.jpg,Sehos S.A.,2014,,,30649820704,,6,,,,https://www.buenosaires.gob.ar/baobras/hospital-velez-sarfield,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113133,,,
598,Hospital Zubizarreta,Hospital Zubizarreta - Remodelación Guardia,Finalizada,Salud,Ministerio de Salud,"La Obra De Refacción De Guardia En El Hospital Zubizarreta Consiste En La Puesta En Valor De Las Zonas De Circulación De Las Guardias (Públicas Y Consultorios), Las Salas De Espeña, Los Sanitarios Públicos Nuevos Mesones De Atención Para Mejorar La Experiencia De Los Vecinos Y Visitantes Que Utilizan Las Áreas De Guardia. En La Sala De Espeña Se Retirará La Cartelería Y Señalética En Paredes Que Comprenden El Sector Y Se Realizan Trabajos De Pintura En El Mesón De Atención Existente Y En La Circulación De Los Consultorios. Sumando La Punta A Punto De Los Sanitarios.",11089624,11,Villa Devoto,Nueva York 3952,-34.5999046597321,-58.5112049294097,29/08/2017,27/11/2017,3,100,https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_zubizarretaguardianueva_foto01.jpg,,,,Sehos S.A.,2014,,,30649820704,,6,,,,https://www.buenosaires.gob.ar/baobras/hospital-zubizarreta,https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113119,,,
